Date,Time,location_name,latitude,longitude,pm25,datetime,AQI
2025-02-15,10:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,34.77,2025-02-15 10:00:00,98.7
2025-02-15,10:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,76.61,2025-02-15 10:00:00,161.9
2025-02-15,10:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,52.94,2025-02-15 10:00:00,143.9
2025-02-15,10:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,20.86,2025-02-15 10:00:00,69.4
2025-02-15,10:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,61.45,2025-02-15 10:00:00,154.1
2025-02-15,10:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,28.83,2025-02-15 10:00:00,86.2
2025-02-15,10:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,51.68,2025-02-15 10:00:00,140.8
2025-02-15,11:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,66.81,2025-02-15 11:00:00,156.8
2025-02-15,11:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,34.39,2025-02-15 11:00:00,97.9
2025-02-15,11:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,25.92,2025-02-15 11:00:00,80.1
2025-02-15,11:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,15.22,2025-02-15 11:00:00,57.6
2025-02-15,11:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,41.95,2025-02-15 11:00:00,116.9
2025-02-15,11:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,60.0,2025-02-15 11:00:00,153.3
2025-02-15,11:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,37.72,2025-02-15 11:00:00,106.5
2025-02-15,12:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,44.1,2025-02-15 12:00:00,122.2
2025-02-15,12:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,15.09,2025-02-15 12:00:00,57.3
2025-02-15,12:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,17.22,2025-02-15 12:00:00,61.8
2025-02-15,12:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.66,2025-02-15 12:00:00,64.8
2025-02-15,12:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.69,2025-02-15 12:00:00,52.2
2025-02-15,12:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,39.29,2025-02-15 12:00:00,110.3
2025-02-15,12:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.27,2025-02-15 12:00:00,47.0
2025-02-15,13:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,14.74,2025-02-15 13:00:00,56.6
2025-02-15,13:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,12.04,2025-02-15 13:00:00,
2025-02-15,13:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,12.77,2025-02-15 13:00:00,52.4
2025-02-15,13:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.81,2025-02-15 13:00:00,52.5
2025-02-15,13:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,17.24,2025-02-15 13:00:00,61.8
2025-02-15,13:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.27,2025-02-15 13:00:00,42.8
2025-02-15,13:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,16.34,2025-02-15 13:00:00,59.9
2025-02-15,14:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,14.63,2025-02-15 14:00:00,56.3
2025-02-15,14:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,18.99,2025-02-15 14:00:00,65.5
2025-02-15,14:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,9.94,2025-02-15 14:00:00,41.4
2025-02-15,14:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,8.33,2025-02-15 14:00:00,34.7
2025-02-15,14:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,11.68,2025-02-15 14:00:00,48.7
2025-02-15,14:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,13.18,2025-02-15 14:00:00,53.3
2025-02-15,14:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,12.03,2025-02-15 14:00:00,
2025-02-15,15:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,15.72,2025-02-15 15:00:00,58.6
2025-02-15,15:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,14.03,2025-02-15 15:00:00,55.1
2025-02-15,15:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,20.61,2025-02-15 15:00:00,68.9
2025-02-15,15:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,10.87,2025-02-15 15:00:00,45.3
2025-02-15,15:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,8.92,2025-02-15 15:00:00,37.2
2025-02-15,15:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,11.7,2025-02-15 15:00:00,48.8
2025-02-15,15:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,14.18,2025-02-15 15:00:00,55.4
2025-02-15,16:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,18.88,2025-02-15 16:00:00,65.3
2025-02-15,16:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,17.19,2025-02-15 16:00:00,61.7
2025-02-15,16:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.32,2025-02-15 16:00:00,51.5
2025-02-15,16:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,9.68,2025-02-15 16:00:00,40.3
2025-02-15,16:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,13.79,2025-02-15 16:00:00,54.6
2025-02-15,16:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,12.48,2025-02-15 16:00:00,51.8
2025-02-15,16:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,12.61,2025-02-15 16:00:00,52.1
2025-02-15,17:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,11.32,2025-02-15 17:00:00,47.2
2025-02-15,17:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,9.29,2025-02-15 17:00:00,38.7
2025-02-15,17:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,20.33,2025-02-15 17:00:00,68.3
2025-02-15,17:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.52,2025-02-15 17:00:00,51.9
2025-02-15,17:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,18.23,2025-02-15 17:00:00,63.9
2025-02-15,17:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.41,2025-02-15 17:00:00,35.0
2025-02-15,17:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,23.57,2025-02-15 17:00:00,75.1
2025-02-15,18:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,9.61,2025-02-15 18:00:00,40.0
2025-02-15,18:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,21.81,2025-02-15 18:00:00,71.4
2025-02-15,18:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,21.66,2025-02-15 18:00:00,71.1
2025-02-15,18:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,23.03,2025-02-15 18:00:00,74.0
2025-02-15,18:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,10.73,2025-02-15 18:00:00,44.7
2025-02-15,18:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,20.2,2025-02-15 18:00:00,68.0
2025-02-15,18:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,15.37,2025-02-15 18:00:00,57.9
2025-02-15,19:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,21.62,2025-02-15 19:00:00,71.0
2025-02-15,19:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,11.41,2025-02-15 19:00:00,47.5
2025-02-15,19:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.35,2025-02-15 19:00:00,51.5
2025-02-15,19:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,30.56,2025-02-15 19:00:00,89.8
2025-02-15,19:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,17.85,2025-02-15 19:00:00,63.1
2025-02-15,19:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,21.24,2025-02-15 19:00:00,70.2
2025-02-15,19:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,17.08,2025-02-15 19:00:00,61.5
2025-02-15,20:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,15.2,2025-02-15 20:00:00,57.5
2025-02-15,20:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,18.84,2025-02-15 20:00:00,65.2
2025-02-15,20:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,27.44,2025-02-15 20:00:00,83.3
2025-02-15,20:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,20.93,2025-02-15 20:00:00,69.6
2025-02-15,20:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,44.18,2025-02-15 20:00:00,122.4
2025-02-15,20:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,14.04,2025-02-15 20:00:00,55.1
2025-02-15,20:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,26.86,2025-02-15 20:00:00,82.0
2025-02-15,21:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,9.22,2025-02-15 21:00:00,38.4
2025-02-15,21:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,20.12,2025-02-15 21:00:00,67.9
2025-02-15,21:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,35.13,2025-02-15 21:00:00,99.4
2025-02-15,21:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.57,2025-02-15 21:00:00,48.2
2025-02-15,21:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,17.68,2025-02-15 21:00:00,62.7
2025-02-15,21:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.33,2025-02-15 21:00:00,64.1
2025-02-15,21:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.22,2025-02-15 21:00:00,74.4
2025-02-15,22:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,13.34,2025-02-15 22:00:00,53.6
2025-02-15,22:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,8.17,2025-02-15 22:00:00,34.0
2025-02-15,22:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.26,2025-02-15 22:00:00,57.6
2025-02-15,22:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,16.55,2025-02-15 22:00:00,60.4
2025-02-15,22:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,6.31,2025-02-15 22:00:00,26.3
2025-02-15,22:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,12.67,2025-02-15 22:00:00,52.2
2025-02-15,22:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,20.61,2025-02-15 22:00:00,68.9
2025-02-15,23:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,14.45,2025-02-15 23:00:00,55.9
2025-02-15,23:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.65,2025-02-15 23:00:00,58.5
2025-02-15,23:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,33.22,2025-02-15 23:00:00,95.4
2025-02-15,23:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,8.85,2025-02-15 23:00:00,36.9
2025-02-15,23:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,6.06,2025-02-15 23:00:00,25.2
2025-02-15,23:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,15.85,2025-02-15 23:00:00,58.9
2025-02-15,23:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,17.01,2025-02-15 23:00:00,61.3
2025-02-16,0:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,38.32,2025-02-16 00:00:00,107.9
2025-02-16,0:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,9.26,2025-02-16 00:00:00,38.6
2025-02-16,0:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,29.11,2025-02-16 00:00:00,86.8
2025-02-16,0:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,22.01,2025-02-16 00:00:00,71.8
2025-02-16,0:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,21.35,2025-02-16 00:00:00,70.5
2025-02-16,0:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.07,2025-02-16 00:00:00,33.6
2025-02-16,0:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,23.91,2025-02-16 00:00:00,75.8
2025-02-16,1:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,22.87,2025-02-16 01:00:00,73.6
2025-02-16,1:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,16.09,2025-02-16 01:00:00,59.4
2025-02-16,1:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,25.25,2025-02-16 01:00:00,78.7
2025-02-16,1:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,5.61,2025-02-16 01:00:00,23.4
2025-02-16,1:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,6.4,2025-02-16 01:00:00,26.7
2025-02-16,1:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.1,2025-02-16 01:00:00,74.1
2025-02-16,1:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,19.01,2025-02-16 01:00:00,65.5
2025-02-16,2:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,13.63,2025-02-16 02:00:00,54.2
2025-02-16,2:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,11.56,2025-02-16 02:00:00,48.2
2025-02-16,2:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.6,2025-02-16 02:00:00,58.4
2025-02-16,2:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,13.08,2025-02-16 02:00:00,53.1
2025-02-16,2:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,13.42,2025-02-16 02:00:00,53.8
2025-02-16,2:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,5.52,2025-02-16 02:00:00,23.0
2025-02-16,2:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,3.7,2025-02-16 02:00:00,15.4
2025-02-16,3:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,13.47,2025-02-16 03:00:00,53.9
2025-02-16,3:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,17.0,2025-02-16 03:00:00,61.3
2025-02-16,3:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,14.54,2025-02-16 03:00:00,56.1
2025-02-16,3:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,5.68,2025-02-16 03:00:00,23.7
2025-02-16,3:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,14.0,2025-02-16 03:00:00,55.0
2025-02-16,3:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,18.04,2025-02-16 03:00:00,63.5
2025-02-16,3:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,4.33,2025-02-16 03:00:00,18.0
2025-02-16,4:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,14.86,2025-02-16 04:00:00,56.8
2025-02-16,4:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,22.85,2025-02-16 04:00:00,73.6
2025-02-16,4:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,3.79,2025-02-16 04:00:00,15.8
2025-02-16,4:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,18.34,2025-02-16 04:00:00,64.1
2025-02-16,4:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,6.99,2025-02-16 04:00:00,29.1
2025-02-16,4:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.13,2025-02-16 04:00:00,63.7
2025-02-16,4:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,15.85,2025-02-16 04:00:00,58.9
2025-02-16,5:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.85,2025-02-16 05:00:00,52.6
2025-02-16,5:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,22.37,2025-02-16 05:00:00,72.6
2025-02-16,5:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,4.73,2025-02-16 05:00:00,19.7
2025-02-16,5:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,18.49,2025-02-16 05:00:00,64.4
2025-02-16,5:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,20.07,2025-02-16 05:00:00,67.8
2025-02-16,5:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,6.18,2025-02-16 05:00:00,25.8
2025-02-16,5:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,15.69,2025-02-16 05:00:00,58.5
2025-02-16,6:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,5.17,2025-02-16 06:00:00,21.5
2025-02-16,6:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,19.93,2025-02-16 06:00:00,67.5
2025-02-16,6:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,21.06,2025-02-16 06:00:00,69.8
2025-02-16,6:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.3,2025-02-16 06:00:00,59.8
2025-02-16,6:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,6.27,2025-02-16 06:00:00,26.1
2025-02-16,6:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,17.19,2025-02-16 06:00:00,61.7
2025-02-16,6:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.49,2025-02-16 06:00:00,75.0
2025-02-16,7:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,8.63,2025-02-16 07:00:00,36.0
2025-02-16,7:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,22.72,2025-02-16 07:00:00,73.3
2025-02-16,7:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,30.12,2025-02-16 07:00:00,88.9
2025-02-16,7:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,19.08,2025-02-16 07:00:00,65.7
2025-02-16,7:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,21.17,2025-02-16 07:00:00,70.1
2025-02-16,7:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,23.0,2025-02-16 07:00:00,73.9
2025-02-16,7:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,7.28,2025-02-16 07:00:00,30.3
2025-02-16,8:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,22.76,2025-02-16 08:00:00,73.4
2025-02-16,8:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.4,2025-02-16 08:00:00,51.6
2025-02-16,8:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,26.83,2025-02-16 08:00:00,82.0
2025-02-16,8:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,20.07,2025-02-16 08:00:00,67.8
2025-02-16,8:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,30.32,2025-02-16 08:00:00,89.3
2025-02-16,8:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,23.51,2025-02-16 08:00:00,75.0
2025-02-16,8:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,22.34,2025-02-16 08:00:00,72.5
2025-02-16,9:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,15.29,2025-02-16 09:00:00,57.7
2025-02-16,9:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,13.02,2025-02-16 09:00:00,52.9
2025-02-16,9:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,27.33,2025-02-16 09:00:00,83.0
2025-02-16,9:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,26.45,2025-02-16 09:00:00,81.2
2025-02-16,9:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,22.59,2025-02-16 09:00:00,73.1
2025-02-16,9:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,19.36,2025-02-16 09:00:00,66.3
2025-02-16,9:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,21.8,2025-02-16 09:00:00,71.4
2025-02-16,10:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,12.42,2025-02-16 10:00:00,51.7
2025-02-16,10:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,15.08,2025-02-16 10:00:00,57.3
2025-02-16,10:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.96,2025-02-16 10:00:00,45.7
2025-02-16,10:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,10.08,2025-02-16 10:00:00,42.0
2025-02-16,10:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,14.12,2025-02-16 10:00:00,55.2
2025-02-16,10:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,16.88,2025-02-16 10:00:00,61.1
2025-02-16,10:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,11.61,2025-02-16 10:00:00,48.4
2025-02-16,11:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,12.76,2025-02-16 11:00:00,52.4
2025-02-16,11:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,10.16,2025-02-16 11:00:00,42.3
2025-02-16,11:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,8.82,2025-02-16 11:00:00,36.8
2025-02-16,11:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,35.75,2025-02-16 11:00:00,101.6
2025-02-16,11:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.17,2025-02-16 11:00:00,42.4
2025-02-16,11:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,28.87,2025-02-16 11:00:00,86.3
2025-02-16,11:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.41,2025-02-16 11:00:00,64.3
2025-02-16,12:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,27.3,2025-02-16 12:00:00,83.0
2025-02-16,12:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,48.55,2025-02-16 12:00:00,133.1
2025-02-16,12:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.7,2025-02-16 12:00:00,52.3
2025-02-16,12:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,72.06,2025-02-16 12:00:00,159.6
2025-02-16,12:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,9.24,2025-02-16 12:00:00,38.5
2025-02-16,12:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,9.9,2025-02-16 12:00:00,41.3
2025-02-16,12:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,55.97,2025-02-16 12:00:00,151.2
2025-02-16,13:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,13.75,2025-02-16 13:00:00,54.5
2025-02-16,13:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,26.9,2025-02-16 13:00:00,82.1
2025-02-16,13:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,20.67,2025-02-16 13:00:00,69.0
2025-02-16,13:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,11.21,2025-02-16 13:00:00,46.7
2025-02-16,13:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,9.49,2025-02-16 13:00:00,39.5
2025-02-16,13:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,13.96,2025-02-16 13:00:00,54.9
2025-02-16,13:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.06,2025-02-16 13:00:00,
2025-02-16,14:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.81,2025-02-16 14:00:00,52.5
2025-02-16,14:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,20.46,2025-02-16 14:00:00,68.6
2025-02-16,14:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.99,2025-02-16 14:00:00,45.8
2025-02-16,14:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,16.18,2025-02-16 14:00:00,59.6
2025-02-16,14:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,16.15,2025-02-16 14:00:00,59.5
2025-02-16,14:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,15.77,2025-02-16 14:00:00,58.7
2025-02-16,14:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,12.79,2025-02-16 14:00:00,52.5
2025-02-16,15:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,23.97,2025-02-16 15:00:00,76.0
2025-02-16,15:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.01,2025-02-16 15:00:00,
2025-02-16,15:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.51,2025-02-16 15:00:00,75.0
2025-02-16,15:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,11.56,2025-02-16 15:00:00,48.2
2025-02-16,15:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,15.79,2025-02-16 15:00:00,58.8
2025-02-16,15:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,16.99,2025-02-16 15:00:00,61.3
2025-02-16,15:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,15.62,2025-02-16 15:00:00,58.4
2025-02-16,16:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,12.78,2025-02-16 16:00:00,52.4
2025-02-16,16:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.1,2025-02-16 16:00:00,42.1
2025-02-16,16:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,9.42,2025-02-16 16:00:00,39.2
2025-02-16,16:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,8.05,2025-02-16 16:00:00,33.5
2025-02-16,16:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,9.18,2025-02-16 16:00:00,38.2
2025-02-16,16:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,10.66,2025-02-16 16:00:00,44.4
2025-02-16,16:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,10.97,2025-02-16 16:00:00,45.7
2025-02-16,17:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,18.37,2025-02-16 17:00:00,64.2
2025-02-16,17:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,12.35,2025-02-16 17:00:00,51.5
2025-02-16,17:00:00,"Maybunga Rainforest, Pasig City",14.57,121.1,14.48,2025-02-16 17:00:00,56.0
2025-02-16,17:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.63,2025-02-16 17:00:00,58.4
2025-02-16,17:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,13.53,2025-02-16 17:00:00,54.0
2025-02-16,17:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.08,2025-02-16 17:00:00,46.2
