Date,Time,location_name,latitude,longitude,pm25
2025-03-22,18:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,67.58
2025-03-22,18:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,23.79
2025-03-22,18:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,20.46
2025-03-22,18:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,23.42
2025-03-22,18:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,20.85
2025-03-22,18:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,38.82
2025-03-22,18:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,25.58
2025-03-22,18:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,29.73
2025-03-22,19:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,22.32
2025-03-22,19:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,37.15
2025-03-22,19:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,19.85
2025-03-22,19:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,24.68
2025-03-22,19:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,31.94
2025-03-22,19:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,28.59
2025-03-22,19:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,18.44
2025-03-22,19:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,39.27
2025-03-22,19:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,19.45
2025-03-22,20:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,17.54
2025-03-22,20:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,31.18
2025-03-22,20:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,18.54
2025-03-22,20:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,30.66
2025-03-22,20:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,27.10
2025-03-22,20:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,21.00
2025-03-22,20:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,20.95
2025-03-22,20:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,16.04
2025-03-22,20:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,15.77
2025-03-22,21:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,16.37
2025-03-22,21:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,20.45
2025-03-22,21:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.91
2025-03-22,21:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,14.96
2025-03-22,21:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,8.41
2025-03-22,21:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,12.49
2025-03-22,21:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,17.52
2025-03-22,21:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,31.19
2025-03-22,21:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,18.22
2025-03-22,22:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,17.51
2025-03-22,22:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,13.05
2025-03-22,22:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,20.39
2025-03-22,22:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,17.60
2025-03-22,22:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,15.65
2025-03-22,22:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,28.44
2025-03-22,22:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,22.59
2025-03-22,22:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,21.12
2025-03-22,22:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,20.52
2025-03-22,23:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.43
2025-03-22,23:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,22.87
2025-03-22,23:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,16.15
2025-03-22,23:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,18.50
2025-03-22,23:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,12.06
2025-03-22,23:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,32.73
2025-03-22,23:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.75
2025-03-22,23:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,20.11
2025-03-22,23:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,10.38
2025-03-23,0:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,23.32
2025-03-23,0:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,10.35
2025-03-23,0:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,37.89
2025-03-23,0:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,22.27
2025-03-23,0:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,13.07
2025-03-23,0:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,12.02
2025-03-23,0:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.50
2025-03-23,0:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.25
2025-03-23,0:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,15.31
2025-03-23,1:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.68
2025-03-23,1:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.39
2025-03-23,1:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,15.79
2025-03-23,1:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,8.15
2025-03-23,1:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,21.73
2025-03-23,1:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,25.28
2025-03-23,1:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.31
2025-03-23,1:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,16.59
2025-03-23,1:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,38.60
2025-03-23,2:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.38
2025-03-23,2:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,29.19
2025-03-23,2:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,19.77
2025-03-23,2:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,43.28
2025-03-23,2:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,17.23
2025-03-23,2:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,7.28
2025-03-23,2:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,15.70
2025-03-23,2:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.71
2025-03-23,2:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,22.97
2025-03-23,3:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,23.75
2025-03-23,3:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.60
2025-03-23,3:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,20.64
2025-03-23,3:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,6.75
2025-03-23,3:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,9.13
2025-03-23,3:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,25.16
2025-03-23,3:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,54.01
2025-03-23,3:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.86
2025-03-23,3:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,16.44
2025-03-23,4:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.75
2025-03-23,4:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,21.94
2025-03-23,4:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.08
2025-03-23,4:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,31.23
2025-03-23,4:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,30.67
2025-03-23,4:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,7.06
2025-03-23,4:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,20.96
2025-03-23,4:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,24.54
2025-03-23,4:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,56.01
2025-03-23,5:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,21.39
2025-03-23,5:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,21.91
2025-03-23,5:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,60.11
2025-03-23,5:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.38
2025-03-23,5:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,10.44
2025-03-23,5:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,27.25
2025-03-23,5:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,6.88
2025-03-23,5:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,26.80
2025-03-23,5:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,31.23
2025-03-23,6:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,53.99
2025-03-23,6:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,33.19
2025-03-23,6:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,31.14
2025-03-23,6:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,6.29
2025-03-23,6:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,31.40
2025-03-23,6:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,83.35
2025-03-23,6:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,24.02
2025-03-23,6:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.05
2025-03-23,6:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,11.49
2025-03-23,7:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,17.20
2025-03-23,7:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,54.41
2025-03-23,7:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,40.41
2025-03-23,7:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,34.22
2025-03-23,7:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,34.14
2025-03-23,7:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,7.93
2025-03-23,7:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,89.44
2025-03-23,7:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,23.67
2025-03-23,7:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,18.37
2025-03-23,8:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,84.72
2025-03-23,8:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,13.41
2025-03-23,8:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,39.14
2025-03-23,8:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,39.11
2025-03-23,8:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,45.21
2025-03-23,8:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,36.53
2025-03-23,8:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,44.35
2025-03-23,8:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,41.23
2025-03-23,8:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,25.35
2025-03-23,9:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,49.61
2025-03-23,9:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,22.32
2025-03-23,9:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,48.25
2025-03-23,9:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,32.28
2025-03-23,9:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,42.99
2025-03-23,9:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,40.78
2025-03-23,9:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,21.10
2025-03-23,9:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,38.97
2025-03-23,9:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,45.58
2025-03-23,10:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,35.06
2025-03-23,10:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,34.12
2025-03-23,10:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,30.92
2025-03-23,10:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,17.13
2025-03-23,10:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,33.67
2025-03-23,10:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,31.36
2025-03-23,10:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,21.15
2025-03-23,10:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,26.67
2025-03-23,10:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,37.20
2025-03-23,11:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,18.96
2025-03-23,11:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,21.60
2025-03-23,11:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,18.17
2025-03-23,11:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,14.61
2025-03-23,11:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,27.98
2025-03-23,11:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,26.24
2025-03-23,11:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,17.85
2025-03-23,11:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,31.80
2025-03-23,11:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,27.20
2025-03-23,12:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,24.21
2025-03-23,12:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.75
2025-03-23,12:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,13.64
2025-03-23,12:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,15.07
2025-03-23,12:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,26.29
2025-03-23,12:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,14.90
2025-03-23,12:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,35.51
2025-03-23,12:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,21.06
2025-03-23,12:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,14.07
2025-03-23,13:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,15.51
2025-03-23,13:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,13.09
2025-03-23,13:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,18.37
2025-03-23,13:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,13.93
2025-03-23,13:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.00
2025-03-23,13:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,32.27
2025-03-23,13:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,22.34
2025-03-23,13:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,14.78
2025-03-23,13:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,32.67
2025-03-23,14:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,11.93
2025-03-23,14:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,15.92
2025-03-23,14:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,30.81
2025-03-23,14:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,12.59
2025-03-23,14:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,17.26
2025-03-23,14:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.38
2025-03-23,14:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.30
2025-03-23,14:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,19.57
2025-03-23,14:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,13.56
2025-03-23,15:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,34.75
2025-03-23,15:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,17.87
2025-03-23,15:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,11.62
2025-03-23,15:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,18.82
2025-03-23,15:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.84
2025-03-23,15:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,20.95
2025-03-23,15:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,13.77
2025-03-23,15:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,27.26
2025-03-23,15:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,28.24
2025-03-23,16:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.68
2025-03-23,16:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,10.17
2025-03-23,16:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,14.76
2025-03-23,16:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,39.14
2025-03-23,16:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.85
2025-03-23,16:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,17.77
2025-03-23,16:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,21.37
2025-03-23,16:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,13.92
2025-03-23,16:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,18.65
2025-03-23,17:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,18.17
2025-03-23,17:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,27.89
2025-03-23,17:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,18.25
2025-03-23,17:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,41.24
2025-03-23,17:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,12.57
2025-03-23,17:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,18.24
2025-03-23,17:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.88
2025-03-23,17:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,14.47
2025-03-23,17:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,29.83
2025-03-23,18:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,22.89
2025-03-23,18:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,19.88
2025-03-23,18:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,24.35
2025-03-23,18:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,43.11
2025-03-23,18:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,24.64
2025-03-23,18:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,30.12
2025-03-23,18:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,22.87
2025-03-23,18:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,15.72
2025-03-23,18:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,32.49
2025-03-23,19:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,18.26
2025-03-23,19:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,21.18
2025-03-23,19:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,32.18
2025-03-23,19:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,18.71
2025-03-23,19:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,25.30
2025-03-23,19:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.34
2025-03-23,19:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,28.16
2025-03-23,19:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,13.35
2025-03-23,19:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,21.10
2025-03-23,20:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,18.58
2025-03-23,20:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,24.01
2025-03-23,20:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,22.39
2025-03-23,20:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,15.33
2025-03-23,20:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,14.89
2025-03-23,20:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,18.05
2025-03-23,20:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,17.53
2025-03-23,20:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.71
2025-03-23,20:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,34.23
2025-03-23,21:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,23.91
2025-03-23,21:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,17.32
2025-03-23,21:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,20.58
2025-03-23,21:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,27.43
2025-03-23,21:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,23.90
2025-03-23,21:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,26.23
2025-03-23,21:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,12.23
2025-03-23,21:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,13.80
2025-03-23,21:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.74
2025-03-23,22:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.23
2025-03-23,22:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,14.35
2025-03-23,22:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,14.95
2025-03-23,22:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,25.31
2025-03-23,22:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,22.38
2025-03-23,22:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,12.31
2025-03-23,22:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,24.87
2025-03-23,22:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,22.82
2025-03-23,22:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,25.51
2025-03-23,23:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,15.67
2025-03-23,23:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,25.93
2025-03-23,23:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,15.43
2025-03-23,23:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,16.40
2025-03-23,23:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,18.50
2025-03-23,23:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,10.17
2025-03-23,23:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,11.73
2025-03-23,23:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,7.64
2025-03-23,23:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,21.11
2025-03-24,0:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,16.47
2025-03-24,0:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,7.66
2025-03-24,0:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,15.18
2025-03-24,0:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.00
2025-03-24,0:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,7.88
2025-03-24,0:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,28.59
2025-03-24,0:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,20.65
2025-03-24,0:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,13.42
2025-03-24,0:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,14.41
2025-03-24,1:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,9.86
2025-03-24,1:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,8.49
2025-03-24,1:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,16.60
2025-03-24,1:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,21.97
2025-03-24,1:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,17.88
2025-03-24,1:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,14.71
2025-03-24,1:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,32.47
2025-03-24,1:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,26.45
2025-03-24,1:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,10.92
2025-03-24,2:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,18.81
2025-03-24,2:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,22.26
2025-03-24,2:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,19.31
2025-03-24,2:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,7.54
2025-03-24,2:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.49
2025-03-24,2:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,15.70
2025-03-24,2:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,32.66
2025-03-24,2:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,14.91
2025-03-24,2:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.68
2025-03-24,3:00:00,"Santa Lucia Barangay Hall, Pasig City",14.59,121.10,19.21
2025-03-24,3:00:00,"Santolan Barangay Hall, Pasig City",14.61,121.09,35.72
2025-03-24,3:00:00,"Maybunga Barangay Hall, Pasig City",14.58,121.08,12.10
2025-03-24,3:00:00,"Manggahan Barangay Hall, Pasig City",14.60,121.09,19.07
2025-03-24,3:00:00,"San Nicolas Barangay Hall, Pasig City",14.56,121.08,26.12
2025-03-24,3:00:00,"San Antonio Barangay Hall, Pasig City",14.58,121.06,24.14
2025-03-24,3:00:00,"Country Lodge, Pasig [EMBNCR]",14.57,121.07,16.52
2025-03-24,3:00:00,"Brgy San Antonio Fire and Rescue, Pasig City",14.58,121.06,7.56
2025-03-24,3:00:00,"Ugong Barangay Hall, Pasig City",14.58,121.08,8.50
